setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,2,1.00,15360.00
51,2021,20/12/2021,26/12/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,15 a 44,2,1.00,15670.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,13.00,8681.00
24,2022,13/06/2022,19/06/2022,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,2.00,8352.00
13,2021,29/03/2021,04/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,12916.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,2.00,41497.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,4.00,471.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,1.00,6102.00
48,2020,23/11/2020,29/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,2.00,3895.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,1.00,2473.00
38,2020,14/09/2020,20/09/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,3,6.00,17530.00
29,2022,18/07/2022,24/07/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,3,1.00,3601.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,1.00,9370.00
5,2022,31/01/2022,06/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,4,1.00,5900.00
11,2021,15/03/2021,21/03/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10612.00
27,2020,29/06/2020,05/07/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3895.00
43,2020,19/10/2020,25/10/2020,64,GIRONA,6400,GIRONA,Dona,15 a 44,4,1.00,61967.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14784.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,3.00,52093.00
17,2021,26/04/2021,02/05/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,70 a 79,3,1.00,5211.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,17.00,7300.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1.00,7642.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,3,1.00,105039.00
39,2020,21/09/2020,27/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,54703.00
31,2020,27/07/2020,02/08/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,3,1.00,105039.00
47,2020,16/11/2020,22/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,4,1.00,1757.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,15 a 44,4,1.00,37473.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,1.00,50344.00
25,2021,21/06/2021,27/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,1.00,16688.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,2.00,14784.00
10,2022,07/03/2022,13/03/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,1.00,7896.00
19,2020,04/05/2020,10/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,2.00,11916.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,3.00,16248.00
36,2020,31/08/2020,06/09/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,4,1.00,38675.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,3.00,7300.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,2.00,6037.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,5.00,3859.00
45,2021,08/11/2021,14/11/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,27763.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,5.00,22858.00
7,2021,15/02/2021,21/02/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,1.00,1848.00
4,2022,24/01/2022,30/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,2.00,2137.00
50,2020,07/12/2020,13/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,5.00,13953.00
15,2022,11/04/2022,17/04/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,2,1.00,14329.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,2.00,8945.00
18,2020,27/04/2020,03/05/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,4,2.00,11933.00
18,2022,02/05/2022,08/05/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,6.00,17434.00
19,2020,04/05/2020,10/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,45 a 59,3,1.00,35043.00
8,2021,22/02/2021,28/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,12916.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,3.00,23761.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,35329.00
2,2022,10/01/2022,16/01/2022,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,14285.00
40,2021,04/10/2021,10/10/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,1.00,18439.00
2,2021,11/01/2021,17/01/2021,64,GIRONA,6400,GIRONA,Home,80 o més,3,14.00,10440.00
23,2022,06/06/2022,12/06/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5282.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,2.00,2473.00
39,2020,21/09/2020,27/09/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,4.00,17763.00
31,2020,27/07/2020,02/08/2020,61,LLEIDA,6100,LLEIDA,Dona,60 a 69,4,1.00,6405.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,2.00,18562.00
1,2021,04/01/2021,10/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,37015.00
52,2020,21/12/2020,27/12/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,26062.00
10,2021,08/03/2021,14/03/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,1.00,3685.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,4,1.00,8053.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,5.00,7815.00
32,2022,08/08/2022,14/08/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,1.00,10673.00
16,2021,19/04/2021,25/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,3.00,8010.00
52,2021,27/12/2021,02/01/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,2.00,17562.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,1.00,26789.00
23,2022,06/06/2022,12/06/2022,61,LLEIDA,6100,LLEIDA,Dona,15 a 44,4,1.00,20684.00
36,2021,06/09/2021,12/09/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,3,1.00,17923.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,23388.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5191.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,2.00,6618.00
48,2020,23/11/2020,29/11/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,26994.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,2.00,20578.00
43,2020,19/10/2020,25/10/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,4,2.00,11933.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,2.00,52076.00
33,2022,15/08/2022,21/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5191.00
29,2022,18/07/2022,24/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,2,1.00,3954.00
44,2020,26/10/2020,01/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,4,1.00,2631.00
42,2020,12/10/2020,18/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3189.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,1.00,18646.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3931.00
52,2020,21/12/2020,27/12/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,2.00,3091.00
28,2020,06/07/2020,12/07/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,4.00,32618.00
15,2021,12/04/2021,18/04/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,2.00,5395.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,3,3.00,43511.00
17,2020,20/04/2020,26/04/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,2.00,17310.00
13,2020,23/03/2020,29/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,11.00,2147.00
16,2022,18/04/2022,24/04/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2310.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,2.00,70166.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,4.00,19704.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,2.00,8941.00
51,2021,20/12/2021,26/12/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,3,2.00,26776.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,34694.00
37,2022,12/09/2022,18/09/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29821.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,3.00,15666.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,15073.00
35,2021,30/08/2021,05/09/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,1.00,8010.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,11.00,19464.00
39,2022,26/09/2022,02/10/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,2954.00
24,2020,08/06/2020,14/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42228.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,12.00,18660.00
34,2022,22/08/2022,28/08/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,15073.00
9,2022,28/02/2022,06/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,7.00,29821.00
36,2022,05/09/2022,11/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,120878.00
52,2020,21/12/2020,27/12/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,2.00,2787.00
32,2021,09/08/2021,15/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,3,1.00,38871.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,2.00,20686.00
38,2022,19/09/2022,25/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,3.00,16731.00
5,2021,01/02/2021,07/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,2.00,3711.00
21,2020,18/05/2020,24/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,1.00,3328.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,2.00,35827.00
20,2020,11/05/2020,17/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,7.00,13953.00
4,2021,25/01/2021,31/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,6.00,3060.00
14,2020,30/03/2020,05/04/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,5.00,4192.00
33,2021,16/08/2021,22/08/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1.00,4723.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,1.00,48174.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,3.00,36044.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,80.00,17658.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,3.00,21431.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10788.00
17,2021,26/04/2021,02/05/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,2.00,8176.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,43699.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,19624.00
30,2022,25/07/2022,31/07/2022,64,GIRONA,6400,GIRONA,Dona,45 a 59,3,2.00,54079.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,2.00,12252.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,34694.00
28,2021,12/07/2021,18/07/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,15 a 44,2,1.00,14752.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,7.00,18405.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,2.00,52076.00
2,2021,11/01/2021,17/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,4.00,11927.00
21,2020,18/05/2020,24/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,10.00,13953.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,1.00,4017.00
32,2020,03/08/2020,09/08/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,3,1.00,3515.00
28,2022,11/07/2022,17/07/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,45 a 59,4,1.00,7213.00
16,2022,18/04/2022,24/04/2022,64,GIRONA,6400,GIRONA,Home,80 o més,2,1.00,1233.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,6.00,16614.00
50,2020,07/12/2020,13/12/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,5.00,9008.00
26,2020,22/06/2020,28/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,19624.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,13.00,21598.00
49,2021,06/12/2021,12/12/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,2.00,4222.00
17,2020,20/04/2020,26/04/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,12.00,6197.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,2.00,7300.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,3,1.00,43511.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,5.00,11639.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,3.00,9841.00
31,2021,02/08/2021,08/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,19594.00
5,2022,31/01/2022,06/02/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10436.00
13,2021,29/03/2021,04/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3822.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,7.00,32618.00
17,2022,25/04/2022,01/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,2.00,29821.00
18,2020,27/04/2020,03/05/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,26994.00
28,2021,12/07/2021,18/07/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,14947.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,3.00,6191.00
15,2020,06/04/2020,12/04/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,7.00,20126.00
15,2020,06/04/2020,12/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,2.00,2812.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,8.00,28964.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,15 a 44,2,1.00,135987.00
46,2021,15/11/2021,21/11/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,3.00,29569.00
28,2021,12/07/2021,18/07/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13830.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,2.00,110306.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,15 a 44,2,1.00,132108.00
30,2022,25/07/2022,31/07/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,2.00,6453.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14633.00
43,2021,25/10/2021,31/10/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,2,1.00,1812.00
48,2020,23/11/2020,29/11/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,3.00,5532.00
3,2021,18/01/2021,24/01/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,4,1.00,2687.00
5,2021,01/02/2021,07/02/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,4,2.00,2687.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,1,1.00,5293.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,1.00,52887.00
21,2021,24/05/2021,30/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21256.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,1.00,49860.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,17.00,30676.00
28,2021,12/07/2021,18/07/2021,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,2.00,3020.00
14,2020,30/03/2020,05/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,4,7.00,4498.00
40,2020,28/09/2020,04/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,2.00,13953.00
42,2022,17/10/2022,23/10/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,20686.00
28,2021,12/07/2021,18/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,1.00,46791.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5034.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,43699.00
31,2022,01/08/2022,07/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,35570.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,1.00,4047.00
26,2022,27/06/2022,03/07/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,5.00,6453.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,3.00,9903.00
33,2022,15/08/2022,21/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,1.00,16248.00
21,2021,24/05/2021,30/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,70166.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,2.00,52076.00
51,2021,20/12/2021,26/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,117052.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,1,1.00,4476.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,1.00,11864.00
39,2020,21/09/2020,27/09/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5532.00
2,2021,11/01/2021,17/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,2,4.00,1604.00
36,2020,31/08/2020,06/09/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,1.00,5756.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,1,1.00,18325.00
26,2022,27/06/2022,03/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,1.00,14181.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,32.00,8881.00
47,2020,16/11/2020,22/11/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,5.00,9008.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,14545.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,3.00,35570.00
50,2021,13/12/2021,19/12/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3711.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,15 a 44,3,1.00,167448.00
15,2022,11/04/2022,17/04/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,2,1.00,2303.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,6.00,19464.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,2.00,35550.00
22,2020,25/05/2020,31/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3732.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,3.00,19464.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,1.00,9828.00
28,2020,06/07/2020,12/07/2020,61,LLEIDA,6100,LLEIDA,Dona,60 a 69,3,1.00,11671.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,2.00,45812.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,4.00,12252.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,6.00,16614.00
37,2022,12/09/2022,18/09/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10656.00
7,2022,14/02/2022,20/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7963.00
27,2022,04/07/2022,10/07/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,2.00,18494.00
19,2022,09/05/2022,15/05/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,4,1.00,13055.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,22858.00
35,2021,30/08/2021,05/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,2.00,34787.00
